0,1,2,3,4,5,6
180.42,"1,010.61","1,191.03",-297.23,"2,365.72","2,068.49",12-May-2010
222.40,"1,115.61","1,338.01",-15.57,"2,377.86","2,362.29",13-May-2010
164.64,"1,131.51","1,296.15",-381.42,"2,516.67","2,135.25",14-May-2010
381.89,"1,025.09","1,406.98","-1,224.29","2,877.29","1,653.00",17-May-2010
326.61,"1,061.18","1,387.79",-439.70,"2,594.23","2,154.53",18-May-2010
56.35,"1,738.29","1,794.64","-1,383.91","3,787.67","2,403.76",19-May-2010
721.15,"1,126.65","1,847.80",-657.23,"2,815.80","2,158.57",20-May-2010
816.92,"1,236.56","2,053.48","-1,540.32","3,371.70","1,831.38",21-May-2010
"1,107.42",802.54,"1,909.96",-995.32,"3,257.69","2,262.37",24-May-2010
406.12,"1,404.55","1,810.67","-1,464.19","3,225.93","1,761.74",25-May-2010
64.86,"1,161.66","1,226.52",-166.66,"3,835.17","3,668.51",26-May-2010
410.44,"1,258.69","1,669.13",-533.07,"4,457.46","3,924.39",27-May-2010
342.63,863.46,"1,206.09",409.68,"2,100.33","2,510.01",28-May-2010
-73.77,976.55,902.78,586.51,"1,714.77","2,301.28",31-May-2010
210.62,"1,009.40","1,220.02",-526.49,"2,328.42","1,801.93",01-Jun-2010
165.16,"1,166.48","1,331.64",-166.50,"2,387.36","2,220.86",02-Jun-2010
79.01,"1,024.04","1,103.05",406.22,"1,703.64","2,109.86",03-Jun-2010
-126.61,"1,030.13",903.52,100.91,"1,861.99","1,962.90",04-Jun-2010
-202.51,997.95,795.44,-403.45,"2,028.78","1,625.33",07-Jun-2010
41.09,"1,033.67","1,074.76",-242.91,"1,973.81","1,730.90",08-Jun-2010
127.56,995.22,"1,122.78",-256.51,"2,292.97","2,036.46",09-Jun-2010
-105.19,"1,147.92","1,042.73",244.76,"1,692.36","1,937.12",10-Jun-2010
-213.76,"1,425.93","1,212.17",820.88,"2,467.89","3,288.77",11-Jun-2010
-41.43,992.94,951.51,347.80,"1,608.84","1,956.64",14-Jun-2010
-351.46,"1,114.25",762.79,590.09,"1,784.95","2,375.04",15-Jun-2010
-170.76,"1,247.41","1,076.65",783.92,"1,747.88","2,531.80",16-Jun-2010
-363.63,"1,191.33",827.70,462.60,"2,286.10","2,748.70",17-Jun-2010
-499.76,"1,329.07",829.31,779.31,"2,110.99","2,890.30",18-Jun-2010
-561.44,"1,514.65",953.21,"1,564.30","1,654.32","3,218.62",21-Jun-2010
-196.99,"1,394.16","1,197.17",975.83,"1,570.57","2,546.40",22-Jun-2010
-866.22,"1,538.56",672.34,265.33,"1,576.87","1,842.20",23-Jun-2010
-893.83,"2,193.16","1,299.33","1,153.96","3,311.06","4,465.02",24-Jun-2010
-446.20,"1,631.52","1,185.32",-307.62,"1,605.48","1,297.86",25-Jun-2010
-94.88,"1,510.99","1,416.11",792.79,"1,426.76","2,219.55",28-Jun-2010
-114.71,"1,263.59","1,148.88",-261.15,"2,089.41","1,828.26",29-Jun-2010
-151.11,"1,573.89","1,422.78",589.88,"2,653.61","3,243.49",30-Jun-2010
-6.70,"1,160.22","1,153.52",-160.61,"1,709.97","1,549.36",01-Jul-2010
26.26,992.95,"1,019.21",-305.23,"2,114.32","1,809.09",02-Jul-2010
-84.21,"1,018.96",934.75,342.35,"1,577.07","1,919.42",06-Jul-2010
134.69,902.37,"1,037.06",-49.24,"1,511.20","1,461.96",07-Jul-2010
-270.57,"1,287.94","1,017.37",957.06,"1,433.34","2,390.40",08-Jul-2010
38.72,"1,420.08","1,458.80","1,104.08","2,353.32","3,457.40",09-Jul-2010
-293.05,"1,445.81","1,152.76","1,001.75","2,245.11","3,246.86",12-Jul-2010
-650.96,"2,033.77","1,382.81",784.68,"2,347.81","3,132.49",13-Jul-2010
-331.48,"1,741.39","1,409.91",569.24,"2,912.73","3,481.97",14-Jul-2010
-588.46,"1,472.70",884.24,365.09,"2,225.86","2,590.95",15-Jul-2010
-281.92,"1,655.81","1,373.89",676.44,"2,127.16","2,803.60",16-Jul-2010
-261.30,"1,119.69",858.39,153.79,"1,732.28","1,886.07",19-Jul-2010
-104.26,978.41,874.15,297.07,"1,338.12","1,635.19",20-Jul-2010
-302.68,"1,409.31","1,106.63",362.44,"2,034.45","2,396.89",21-Jul-2010
-512.19,"1,784.58","1,272.39",174.68,"2,095.28","2,269.96",22-Jul-2010
-101.56,"1,484.94","1,383.38",711.08,"2,305.26","3,016.34",23-Jul-2010
-718.87,"1,461.62",742.75,196.32,"1,881.92","2,078.24",26-Jul-2010
-222.28,"1,773.31","1,551.03",-22.80,"2,483.25","2,460.45",27-Jul-2010
-690.78,"2,014.69","1,323.91",593.16,"2,226.89","2,820.05",28-Jul-2010
-920.35,"2,350.49","1,430.14",578.85,"2,919.48","3,498.33",29-Jul-2010
-129.97,"1,538.91","1,408.94",210.86,"2,455.33","2,666.19",30-Jul-2010
-172.80,983.31,810.51,728.14,"1,911.21","2,639.35",02-Aug-2010
-152.52,"1,100.69",948.17,607.42,"2,439.94","3,047.36",03-Aug-2010
-275.89,"1,292.76","1,016.87",688.69,"2,027.01","2,715.70",04-Aug-2010
-187.81,"1,105.27",917.46,73.02,"2,772.12","2,845.14",05-Aug-2010
-340.59,"1,295.52",954.93,664.94,"2,003.97","2,668.91",06-Aug-2010
-45.51,"1,130.81","1,085.30",522.12,"1,859.17","2,381.29",09-Aug-2010
-540.67,"1,606.91","1,066.24",599.33,"2,526.52","3,125.85",10-Aug-2010
23.50,"1,760.72","1,784.22",-85.81,"2,808.51","2,722.70",11-Aug-2010
-656.05,"2,059.40","1,403.35",218.19,"2,994.69","3,212.88",12-Aug-2010
33.38,"1,592.54","1,625.92",50.15,"2,402.10","2,452.25",13-Aug-2010
-433.91,"1,602.35","1,168.44",400.01,"2,353.65","2,753.66",16-Aug-2010
-400.12,"1,588.00","1,187.88",404.09,"2,739.16","3,143.25",17-Aug-2010
-113.51,"1,692.94","1,579.43",674.52,"2,444.39","3,118.91",18-Aug-2010
215.09,"1,088.06","1,303.15",821.18,"2,208.72","3,029.90",19-Aug-2010
-102.16,"1,224.07","1,121.91",662.86,"1,948.29","2,611.15",20-Aug-2010
-159.78,"1,409.34","1,249.56",318.23,"2,093.62","2,411.85",23-Aug-2010
-689.54,"1,754.78","1,065.24",191.05,"2,318.49","2,509.54",24-Aug-2010
-266.77,"1,426.56","1,159.79",-364.96,"2,744.84","2,379.88",25-Aug-2010
239.60,966.41,"1,206.01",-108.16,"1,919.78","1,811.62",27-Aug-2010
68.71,848.22,916.93,184.41,"1,234.47","1,418.88",30-Aug-2010
-595.33,"1,794.36","1,199.03",287.88,"2,832.29","3,120.17",31-Aug-2010
168.56,"1,041.49","1,210.05",359.81,"2,323.50","2,683.31",01-Sep-2010
-118.28,"1,175.02","1,056.74",82.31,"1,954.46","2,036.77",02-Sep-2010
-123.50,883.10,759.60,283.02,"1,733.24","2,016.26",03-Sep-2010
392.13,"1,424.11","1,816.24",946.53,"1,803.65","2,750.18",06-Sep-2010
441.14,"1,339.07","1,780.21",-20.88,"2,487.82","2,466.94",07-Sep-2010
-98.21,"1,309.07","1,210.86",281.96,"2,086.72","2,368.68",08-Sep-2010
-201.53,"1,783.30","1,581.77",987.99,"2,278.20","3,266.19",09-Sep-2010
-960.81,"2,154.44","1,193.63","2,519.88","2,069.68","4,589.56",13-Sep-2010
"-1,124.30","2,358.16","1,233.86","1,651.42","2,450.60","4,102.02",14-Sep-2010
-909.96,"2,119.56","1,209.60","2,214.99","2,677.73","4,892.72",15-Sep-2010
"-1,105.25","2,133.99","1,028.74","1,120.03","2,367.29","3,487.32",16-Sep-2010
-747.24,"1,820.14","1,072.90","1,518.76","3,753.83","5,272.59",17-Sep-2010
-457.91,"1,615.08","1,157.17","1,792.64","2,739.80","4,532.44",20-Sep-2010
"-1,259.98","2,308.34","1,048.36","2,311.77","3,281.93","5,593.70",21-Sep-2010
-973.81,"2,029.64","1,055.83",914.77,"3,214.33","4,129.10",22-Sep-2010
-645.69,"1,518.43",872.74,534.45,"2,500.54","3,034.99",23-Sep-2010
-879.83,"2,021.27","1,141.44","1,149.80","3,104.97","4,254.77",24-Sep-2010
-905.32,"1,993.21","1,087.89",573.13,"2,766.25","3,339.38",28-Sep-2010
-835.21,"1,893.03","1,057.82",756.37,"2,918.58","3,674.95",29-Sep-2010
"-1,521.63","2,992.72","1,471.09","2,496.89","3,931.40","6,428.29",30-Sep-2010
-671.08,"2,265.95","1,594.87","1,825.20","2,738.30","4,563.50",01-Oct-2010
-797.83,"1,937.74","1,139.91","1,264.11","2,929.80","4,193.91",04-Oct-2010
-802.95,"1,824.67","1,021.72",671.12,"3,572.20","4,243.32",05-Oct-2010
-976.46,"2,700.48","1,724.02","1,842.44","3,018.95","4,861.39",06-Oct-2010
"-1,193.53","2,321.85","1,128.32","1,182.91","3,464.15","4,647.06",07-Oct-2010
"-1,002.01","1,925.61",923.60,586.22,"2,903.84","3,490.06",08-Oct-2010
-574.81,"1,736.67","1,161.86",810.30,"2,488.16","3,298.46",11-Oct-2010
-454.52,"1,561.32","1,106.80",455.73,"2,458.08","2,913.81",12-Oct-2010
"-1,354.81","2,696.31","1,341.50","2,102.95","3,730.76","5,833.71",13-Oct-2010
-694.27,"2,019.86","1,325.59","1,019.87","2,718.48","3,738.35",14-Oct-2010
"-1,053.45","2,203.89","1,150.44",-112.75,"2,394.46","2,281.71",15-Oct-2010
"-1,218.42","2,469.38","1,250.96",335.79,"3,430.08","3,765.87",18-Oct-2010
240.70,"1,038.65","1,279.35",107.12,"3,160.57","3,267.69",19-Oct-2010
-27.50,"1,151.66","1,124.16",16.35,"2,411.78","2,428.13",20-Oct-2010
-230.39,"1,770.11","1,539.72",851.80,"2,728.68","3,580.48",21-Oct-2010
327.06,"1,388.06","1,715.12",584.01,"2,582.19","3,166.20",22-Oct-2010
-386.11,"1,877.93","1,491.82",587.20,"2,069.89","2,657.09",25-Oct-2010
-708.18,"1,808.59","1,100.41",481.44,"2,693.82","3,175.26",26-Oct-2010
-518.30,"1,888.87","1,370.57",-9.07,"2,762.59","2,753.52",27-Oct-2010
-60.44,"2,042.94","1,982.50",-950.08,"6,446.43","5,496.35",28-Oct-2010
344.40,"1,251.36","1,595.76",735.40,"2,614.83","3,350.23",29-Oct-2010
-71.30,"1,702.63","1,631.33",711.81,"2,327.69","3,039.50",01-Nov-2010
-202.24,"1,363.73","1,161.49",460.88,"2,873.59","3,334.47",02-Nov-2010
-370.62,"1,790.29","1,419.67",987.61,"2,236.73","3,224.34",03-Nov-2010
874.35,"1,917.82","2,792.17","5,475.45","4,726.50","10,201.95",04-Nov-2010
-471.43,"1,759.44","1,288.01",505.54,"3,520.23","4,025.77",08-Nov-2010
-528.67,"1,789.53","1,260.86",474.53,"3,178.31","3,652.84",09-Nov-2010
-143.71,"1,294.14","1,150.43",-32.52,"2,877.67","2,845.15",10-Nov-2010
-269.69,"1,341.27","1,071.58",-60.42,"3,103.16","3,042.74",11-Nov-2010
245.68,"1,193.45","1,439.13",-782.27,"3,917.01","3,134.74",12-Nov-2010
-3.39,"1,192.74","1,189.35",313.68,"2,272.78","2,586.46",15-Nov-2010
449.59,"1,092.95","1,542.54",-196.69,"3,353.71","3,157.02",16-Nov-2010
118.43,"1,546.42","1,664.85",-452.71,"4,514.82","4,062.11",18-Nov-2010
300.19,"1,397.53","1,697.72",367.91,"3,558.52","3,926.43",19-Nov-2010
212.12,"1,160.88","1,373.00",335.80,"2,570.36","2,906.16",22-Nov-2010
"1,502.97",752.31,"2,255.28","-1,493.19","4,361.20","2,868.01",23-Nov-2010
-94.94,"1,406.17","1,311.23",-473.31,"3,647.13","3,173.82",24-Nov-2010
197.77,"2,376.85","2,574.62","-1,208.12","7,593.73","6,385.61",25-Nov-2010
959.41,"1,911.26","2,870.67",-628.77,"4,961.02","4,332.25",26-Nov-2010
199.33,"1,273.91","1,473.24",156.20,"3,171.56","3,327.76",29-Nov-2010
-435.03,"1,942.35","1,507.32",889.46,"5,609.67","6,499.13",30-Nov-2010
-199.85,"1,450.69","1,250.84",491.88,"3,024.60","3,516.48",01-Dec-2010
-225.04,"1,542.33","1,317.29",386.12,"3,728.34","4,114.46",02-Dec-2010
-313.89,"1,407.09","1,093.20",-201.62,"2,925.83","2,724.21",06-Dec-2010
409.05,"1,253.17","1,662.22","-1,484.90","3,868.66","2,383.76",08-Dec-2010
827.92,"1,407.48","2,235.40","-1,296.30","5,022.69","3,726.39",09-Dec-2010
747.65,"1,376.88","2,124.53","-1,239.25","4,767.66","3,528.41",10-Dec-2010
334.54,841.73,"1,176.27",-287.77,"2,698.41","2,410.64",13-Dec-2010
349.17,723.73,"1,072.90",33.53,"2,479.43","2,512.96",14-Dec-2010
-97.80,"1,401.02","1,303.22",-87.61,"3,177.11","3,089.50",15-Dec-2010
96.03,"1,422.38","1,518.41",-316.79,"3,400.64","3,083.85",16-Dec-2010
139.45,"1,022.45","1,161.90",-109.53,"3,083.28","2,973.75",20-Dec-2010
373.67,"1,257.45","1,631.12",-34.79,"2,885.54","2,850.75",21-Dec-2010
98.93,"1,153.39","1,252.32",-67.57,"2,443.22","2,375.65",22-Dec-2010
-88.63,981.98,893.35,-143.10,"1,633.40","1,490.30",23-Dec-2010
-296.56,948.40,651.84,14.82,"1,206.41","1,221.23",24-Dec-2010
-113.89,736.83,622.94,246.31,777.69,"1,024.00",27-Dec-2010
-265.36,981.71,716.35,109.03,"1,219.09","1,328.12",28-Dec-2010
-170.34,974.16,803.82,547.58,"1,221.22","1,768.80",29-Dec-2010
-848.29,"1,884.27","1,035.98","2,186.44","2,479.32","4,665.76",30-Dec-2010
-121.77,"1,396.74","1,274.97",531.33,"1,363.14","1,894.47",31-Dec-2010
-124.01,"1,168.57","1,044.56",340.97,"1,175.62","1,516.59",03-Jan-2011
-491.57,"1,965.64","1,474.07",717.76,"2,664.13","3,381.89",04-Jan-2011
-101.75,"1,451.73","1,349.98",-240.30,"3,485.85","3,245.55",05-Jan-2011
-338.05,"1,578.21","1,240.16",-385.63,"3,660.49","3,274.86",06-Jan-2011
"1,115.83","1,063.73","2,179.56","-1,040.74","3,437.93","2,397.19",07-Jan-2011
"1,018.54",710.82,"1,729.36","-1,138.78","3,772.47","2,633.69",10-Jan-2011
"1,064.18",790.47,"1,854.65","-1,162.57","3,889.19","2,726.62",11-Jan-2011
359.21,"1,136.72","1,495.93",-371.50,"3,738.30","3,366.80",12-Jan-2011
242.42,"1,163.05","1,405.47",-249.77,"3,619.98","3,370.21",13-Jan-2011
290.11,"1,091.79","1,381.90",-748.60,"2,769.32","2,020.72",14-Jan-2011
359.82,707.72,"1,067.54",-173.00,"2,742.50","2,569.50",17-Jan-2011
-26.20,"1,176.04","1,149.84",72.54,"2,627.17","2,699.71",18-Jan-2011
488.53,"1,052.23","1,540.76",-270.38,"3,438.09","3,167.71",19-Jan-2011
256.32,"1,176.51","1,432.83",-943.91,"3,667.43","2,723.52",20-Jan-2011
223.14,838.78,"1,061.92",-368.00,"2,829.85","2,461.85",21-Jan-2011
236.51,"1,238.42","1,474.93",63.95,"2,494.17","2,558.12",24-Jan-2011
-169.68,"1,303.77","1,134.09",272.99,"2,880.90","3,153.89",25-Jan-2011
-255.59,"1,580.70","1,325.11","-1,651.41","5,827.94","4,176.53",27-Jan-2011
81.24,"1,687.95","1,769.19",-706.84,"4,188.12","3,481.28",28-Jan-2011
"1,008.14","1,056.34","2,064.48",-920.38,"3,520.22","2,599.84",31-Jan-2011
630.40,"1,148.94","1,779.34","-1,036.80","3,889.89","2,853.09",01-Feb-2011
680.38,"1,278.54","1,958.92",-81.73,"3,194.52","3,112.79",02-Feb-2011
-45.45,"1,200.65","1,155.20",538.71,"2,063.72","2,602.43",03-Feb-2011
237.45,"1,384.13","1,621.58",144.04,"2,400.38","2,544.42",04-Feb-2011
237.45,"1,384.13","1,621.58",144.04,"2,400.38","2,544.42",07-Feb-2011
448.97,869.59,"1,318.56",-726.54,"3,692.60","2,966.06",08-Feb-2011
115.00,"1,270.40","1,385.40",-609.00,"4,289.57","3,680.57",09-Feb-2011
637.30,"1,023.43","1,660.73",-954.87,"3,987.16","3,032.29",10-Feb-2011
519.67,823.74,"1,343.41",-537.71,"3,744.32","3,206.61",11-Feb-2011
109.02,879.99,989.01,147.64,"2,985.47","3,133.11",14-Feb-2011
-167.85,"1,049.15",881.30,233.05,"2,372.92","2,605.97",15-Feb-2011
-68.49,647.32,578.83,-230.06,"2,190.61","1,960.55",16-Feb-2011
244.40,909.33,"1,153.73",37.99,"2,267.26","2,305.25",17-Feb-2011
-189.14,"1,455.81","1,266.67",207.67,"2,636.91","2,844.58",18-Feb-2011
-27.61,827.97,800.36,-245.42,"2,252.20","2,006.78",21-Feb-2011
413.99,725.69,"1,139.68",-386.26,"2,913.76","2,527.50",22-Feb-2011
352.82,733.56,"1,086.38",-554.60,"3,416.97","2,862.37",23-Feb-2011
"1,029.92","1,622.43","2,652.35","-2,702.22","6,365.81","3,663.59",24-Feb-2011
555.29,789.99,"1,345.28",-561.46,"3,417.76","2,856.30",25-Feb-2011
317.38,"1,542.86","1,860.24",-39.86,"3,829.09","3,789.23",28-Feb-2011
95.52,"1,062.02","1,157.54",229.02,"3,241.95","3,470.97",03-Mar-2011
-229.78,"1,205.35",975.57,585.52,"2,114.29","2,699.81",04-Mar-2011
45.57,651.45,697.02,-92.24,"1,938.05","1,845.81",07-Mar-2011
-140.46,868.87,728.41,237.07,"1,982.99","2,220.06",08-Mar-2011
112.99,909.76,"1,022.75",131.17,"1,721.87","1,853.04",09-Mar-2011
108.98,634.16,743.14,-97.19,"1,740.05","1,642.86",10-Mar-2011
112.24,"1,073.96","1,186.20",-243.58,"1,872.92","1,629.34",11-Mar-2011
7.65,770.40,778.05,414.35,"1,502.68","1,917.03",14-Mar-2011
567.10,680.69,"1,247.79",148.28,"2,372.35","2,520.63",15-Mar-2011
326.72,826.31,"1,153.03",-134.52,"2,368.30","2,233.78",16-Mar-2011
432.07,612.86,"1,044.93","-1,128.61","2,674.93","1,546.32",17-Mar-2011
296.30,845.90,"1,142.20",-523.51,"2,553.47","2,029.96",18-Mar-2011
47.98,734.28,782.26,-97.02,"1,360.29","1,263.27",21-Mar-2011
96.04,748.40,844.44,236.29,"1,297.21","1,533.50",22-Mar-2011
"1,111.68",931.13,"2,042.81",312.10,"1,618.14","1,930.24",23-Mar-2011
378.12,"1,073.22","1,451.34",307.82,"1,930.93","2,238.75",24-Mar-2011
-313.77,"1,612.74","1,298.97","1,446.18","1,859.33","3,305.51",25-Mar-2011
-286.52,"1,806.25","1,519.73",890.02,"1,999.95","2,889.97",28-Mar-2011
-474.17,"1,698.02","1,223.85","1,291.54","2,329.98","3,621.52",29-Mar-2011
-615.34,"1,907.31","1,291.97",739.61,"2,062.59","2,802.20",30-Mar-2011
"-1,716.85","3,357.08","1,640.23","3,324.59","3,672.86","6,997.45",31-Mar-2011
-412.63,"1,088.58",675.95,415.28,"2,430.93","2,846.21",01-Apr-2011
-389.33,"1,133.96",744.63,604.51,"1,958.49","2,563.00",04-Apr-2011
-528.98,"1,294.67",765.69,723.29,"1,481.02","2,204.31",05-Apr-2011
-531.05,"1,649.86","1,118.81",528.47,"2,327.97","2,856.44",06-Apr-2011
-212.16,"1,093.84",881.68,220.59,"2,455.36","2,675.95",07-Apr-2011
-128.40,"1,111.37",982.97,384.85,"2,303.84","2,688.69",08-Apr-2011
263.81,693.66,957.47,-691.22,"2,688.82","1,997.60",11-Apr-2011
-4.80,"1,234.90","1,230.10",25.60,"3,283.48","3,309.08",13-Apr-2011
-360.88,"1,733.95","1,373.07",-253.43,"3,389.24","3,135.81",15-Apr-2011
661.47,733.67,"1,395.14",-981.56,"3,509.76","2,528.20",18-Apr-2011
208.33,751.36,959.69,"1,693.19","1,990.46","3,683.65",19-Apr-2011
-23.28,"1,016.45",993.17,193.00,"2,280.17","2,473.17",20-Apr-2011
-269.62,"1,346.19","1,076.57",307.79,"2,491.99","2,799.78",21-Apr-2011
236.62,845.48,"1,082.10",-377.59,"1,937.75","1,560.16",25-Apr-2011
161.81,944.94,"1,106.75",-554.03,"2,888.34","2,334.31",26-Apr-2011
299.28,"1,254.12","1,553.40",-711.86,"2,864.92","2,153.06",27-Apr-2011
532.60,"1,336.23","1,868.83",-832.59,"5,089.61","4,257.02",28-Apr-2011
-61.06,"1,291.48","1,230.42",-689.89,"3,713.70","3,023.81",29-Apr-2011
-150.52,"1,051.64",901.12,-261.03,"2,126.81","1,865.78",02-May-2011
606.83,"1,205.63","1,812.46","-1,178.66","3,802.77","2,624.11",03-May-2011
914.10,861.42,"1,775.52",-992.14,"3,129.88","2,137.74",04-May-2011
937.23,889.13,"1,826.36",-779.48,"2,784.57","2,005.09",05-May-2011
"1,018.04","1,047.72","2,065.76",-655.34,"3,234.45","2,579.11",06-May-2011
-125.78,626.70,500.92,196.42,"1,738.59","1,935.01",09-May-2011
130.86,637.23,768.09,25.02,"1,426.04","1,451.06",10-May-2011
89.12,738.73,827.85,125.07,"2,237.37","2,362.44",11-May-2011
312.44,735.58,"1,048.02",-420.03,"1,998.09","1,578.06",12-May-2011
-11.53,881.97,870.44,-161.35,"2,476.96","2,315.61",13-May-2011
3.41,749.30,752.71,47.07,"1,806.96","1,854.03",16-May-2011
-570.29,"1,384.56",814.27,-487.20,"2,456.12","1,968.92",17-May-2011
27.46,"1,088.51","1,115.97",-379.44,"2,830.90","2,451.46",18-May-2011
132.34,994.99,"1,127.33",-37.41,"2,151.17","2,113.76",19-May-2011
398.19,"1,007.99","1,406.18",-181.55,"2,437.37","2,255.82",20-May-2011
194.22,875.78,"1,070.00",-293.56,"2,252.77","1,959.21",23-May-2011
32.95,745.22,778.17,188.16,"2,351.78","2,539.94",24-May-2011
179.41,766.86,946.27,-370.79,"2,985.13","2,614.34",25-May-2011
233.53,"1,462.48","1,696.01",124.38,"3,619.26","3,743.64",26-May-2011
388.25,688.39,"1,076.64",222.03,"2,497.73","2,719.76",27-May-2011
-50.39,790.64,740.25,253.48,"2,177.77","2,431.25",30-May-2011
-596.66,"1,767.00","1,170.34","1,310.98","4,960.34","6,271.32",31-May-2011
-141.96,786.76,644.80,445.22,"1,877.59","2,322.81",01-Jun-2011
-130.60,"1,027.98",897.38,-14.79,"1,763.01","1,748.22",02-Jun-2011
-355.51,843.88,488.37,445.26,"1,514.52","1,959.78",03-Jun-2011
184.99,535.74,720.73,-201.78,"1,790.88","1,589.10",06-Jun-2011
31.29,660.90,692.19,112.70,"1,899.71","2,012.41",07-Jun-2011
85.47,606.54,692.01,50.43,"1,833.02","1,883.45",08-Jun-2011
8.97,555.49,564.46,-24.73,"1,867.39","1,842.66",09-Jun-2011
336.98,502.47,839.45,-170.05,"2,196.86","2,026.81",10-Jun-2011
27.34,889.76,917.10,-304.17,"1,847.83","1,543.66",13-Jun-2011
610.72,"1,090.25","1,700.97",-798.53,"3,883.56","3,085.03",14-Jun-2011
141.14,868.12,"1,009.26",-170.56,"2,632.06","2,461.50",15-Jun-2011
286.10,"1,022.18","1,308.28",-599.52,"2,790.81","2,191.29",16-Jun-2011
-35.37,886.88,851.51,-390.56,"2,501.75","2,111.19",17-Jun-2011
863.31,681.86,"1,545.17",-512.57,"3,090.54","2,577.97",20-Jun-2011
430.41,713.35,"1,143.76",-563.36,"2,263.10","1,699.74",21-Jun-2011
157.37,667.62,824.99,-287.40,"2,130.16","1,842.76",22-Jun-2011
241.95,624.17,866.12,229.21,"1,673.75","1,902.96",23-Jun-2011
-486.85,"1,551.47","1,064.62",890.44,"2,792.21","3,682.65",24-Jun-2011
-766.38,"1,700.03",933.65,"1,447.42","2,306.58","3,754.00",27-Jun-2011
-575.06,"1,574.48",999.42,819.41,"1,954.81","2,774.22",28-Jun-2011
-240.59,"1,531.26","1,290.67",669.35,"2,429.81","3,099.16",29-Jun-2011
-773.38,"1,954.35","1,180.97","1,591.34","3,770.51","5,361.85",30-Jun-2011
-455.31,"1,499.99","1,044.68",599.66,"2,003.86","2,603.52",01-Jul-2011
-369.32,"1,351.45",982.13,"1,131.72","1,688.34","2,820.06",04-Jul-2011
-898.49,"1,882.86",984.37,825.52,"1,841.04","2,666.56",05-Jul-2011
-80.23,"1,072.18",991.95,220.45,"1,855.59","2,076.04",06-Jul-2011
-161.03,"1,581.60","1,420.57",868.71,"2,165.62","3,034.33",07-Jul-2011
-161.03,"1,581.60","1,420.57",868.71,"2,165.62","3,034.33",08-Jul-2011
73.64,662.71,736.35,432.95,"1,456.79","1,889.74",11-Jul-2011
286.77,"1,039.41","1,326.18",-969.44,"2,356.39","1,386.95",12-Jul-2011
-368.91,"1,332.29",963.38,315.95,"2,071.57","2,387.52",13-Jul-2011
517.82,"1,073.88","1,591.70",211.46,"2,128.53","2,339.99",14-Jul-2011
-39.14,726.19,687.05,73.03,"1,574.49","1,647.52",15-Jul-2011
163.62,634.21,797.83,-93.01,"2,058.74","1,965.73",18-Jul-2011
-226.92,"1,029.59",802.67,293.29,"1,629.51","1,922.80",19-Jul-2011
20.48,"1,178.25","1,198.73",-90.44,"1,967.37","1,876.93",20-Jul-2011
408.36,815.56,"1,223.92",-577.64,"2,205.18","1,627.54",21-Jul-2011
243.05,"1,086.66","1,329.71",444.91,"2,273.75","2,718.66",22-Jul-2011
224.25,"1,287.50","1,511.75",315.72,"2,293.12","2,608.84",25-Jul-2011
31.49,"1,356.33","1,387.82",-177.75,"2,656.92","2,479.17",26-Jul-2011
-0.19,"1,309.31","1,309.12",-12.93,"2,831.35","2,818.42",27-Jul-2011
409.34,"1,468.77","1,878.11",64.66,"4,061.45","4,126.11",28-Jul-2011
411.82,"1,152.89","1,564.71",-464.03,"3,235.56","2,771.53",29-Jul-2011
-95.26,"1,051.40",956.14,86.83,"1,773.77","1,860.60",01-Aug-2011
139.88,"1,091.53","1,231.41",-201.68,"2,055.35","1,853.67",02-Aug-2011
422.48,"1,041.71","1,464.19",-869.69,"2,784.42","1,914.73",03-Aug-2011
316.50,860.80,"1,177.30",-254.55,"2,653.75","2,399.20",04-Aug-2011
"1,372.49","1,538.60","2,911.09","-1,788.96","3,967.82","2,178.86",05-Aug-2011
"1,320.38","1,299.92","2,620.30","-1,385.78","3,028.00","1,642.22",08-Aug-2011
"1,412.96","1,596.92","3,009.88","-2,104.56","4,514.62","2,410.06",09-Aug-2011
266.25,913.24,"1,179.49",-59.79,"2,475.91","2,416.12",11-Aug-2011
99.02,"1,203.30","1,302.32",-471.09,"2,851.61","2,380.52",12-Aug-2011
251.67,657.09,908.76,-261.12,"2,787.45","2,526.33",16-Aug-2011
169.42,892.14,"1,061.56",-407.68,"2,670.42","2,262.74",17-Aug-2011
330.42,961.36,"1,291.78",-488.67,"2,877.09","2,388.42",18-Aug-2011
423.25,"1,230.17","1,653.42",-902.61,"3,718.62","2,816.01",19-Aug-2011
143.34,881.06,"1,024.40",-786.32,"2,275.57","1,489.25",22-Aug-2011
302.89,625.50,928.39,-100.34,"2,678.12","2,577.78",23-Aug-2011
561.10,600.58,"1,161.68",-883.48,"2,737.30","1,853.82",24-Aug-2011
385.01,886.58,"1,271.59","-1,440.55","4,543.34","3,102.79",25-Aug-2011
392.90,776.49,"1,169.39",-226.25,"2,371.95","2,145.70",26-Aug-2011
-325.50,"1,149.38",823.88,366.19,"1,845.19","2,211.38",29-Aug-2011
101.91,"1,181.77","1,283.68",620.90,"2,344.68","2,965.58",30-Aug-2011
-346.28,"1,252.33",906.05,"1,158.38","3,546.01","4,704.39",02-Sep-2011
147.23,963.06,"1,110.29",133.22,"2,837.88","2,971.10",05-Sep-2011
-415.17,"1,277.65",862.48,431.48,"3,198.44","3,629.92",06-Sep-2011
